"","�..id","booked","host_since","host_about","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_verifications","price","host_since_frm","days_since","email","social","phone","reviews"
"844",6442491,0,"25-03-2015","Single Gay Male, love to socialize, the arts and traveling. I am very creative, a professional interior designer specializing in  Visual Displays.  I have extensively traveled Europe and other areas. A lot of fun. I am very respectful of others and try to be a good host. Very clean, I look forward to you staying and enjoying my beautiful city.","within a day","100%","50%","f",1,1,"['email', 'phone']","$ 65.00",2015-03-25,702,1,1,1,1
"845",3757445,111,"13-01-2013","","within an hour","100%","0%","f",1,1,"['email', 'phone', 'manual_online', 'facebook', 'reviews', 'manual_offline', 'kba']","$ 225.00",2013-01-13,1503,1,1,1,1
"846",4350783,0,"13-05-2014","My husband and I are passionate about traveling!  I've lived in many places as I grew up since my Dad served in the Air Force.  As an adult, I worked for Delta Airlines.  My husband traveled frequently as a Soccer Player.  We enjoy experiencing other cultures, tasting ethnic foods and getting off the tourist paths to experience the native lifestyles all over the world!  We love meeting people and hearing their stories.  It brings us great pleasure to open our home to  world travelers like ourselves, the occasional vacationers and even locals that just want a change of scenery.","within a few hours","100%","100%","t",3,3,"['email', 'phone', 'google', 'reviews', 'kba']","$ 35.00",2014-05-13,1018,1,1,1,1
"847",9044670,0,"22-10-2015","My husband and I have traveled around the world and love meeting new people. Now we live with our four children in the beautiful Cane Creek in Asheville.  Come and stay in the luxurious and peaceful guest home just a few minutes to downtown, Blue Ridge Parkway, Biltmore Estate and much more!","N/A","N/A","N/A","f",1,1,"['email', 'phone']","$ 350.00",2015-10-22,491,1,1,1,1
"848",11824960,0,"30-03-2014","Hi!  

My name is Austin!  I'm an RN in Asheville, North Carolina.  Total work-a-holic, but I'm trying to start traveling more.  In my free time, I'm all about anything outside, always followed up with a few margaritas.  I love to read, Garth Stein being my favorite author, and I'm shamelessly obsessed with self help novels.  Music is pretty nonstop in my house, I listen to mostly indie/alternative stuff, but I also love reggae and jazz.  I'm all about making the most out of my life and having a great time with everything I do.  

I won't lie, I'm kind of a neat-freak, but aside from that I'm super easygoing and laid-back.  I can't wait to meet you! 

At home, I'm pretty big on recycling and repurposing, and I'm currently beginning to compost as well.  My home (me) is about 90% vegan and I have a gluten allergy.  I keep a pretty put-together, neat house with great energy.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'reviews']","$ 95.00",2014-03-30,1062,1,1,1,1
"849",5382711,0,"13-05-2014","My husband and I are passionate about traveling!  I've lived in many places as I grew up since my Dad served in the Air Force.  As an adult, I worked for Delta Airlines.  My husband traveled frequently as a Soccer Player.  We enjoy experiencing other cultures, tasting ethnic foods and getting off the tourist paths to experience the native lifestyles all over the world!  We love meeting people and hearing their stories.  It brings us great pleasure to open our home to  world travelers like ourselves, the occasional vacationers and even locals that just want a change of scenery.","within a few hours","100%","100%","t",3,3,"['email', 'phone', 'google', 'reviews', 'kba']","$ 49.00",2014-05-13,1018,1,1,1,1
"850",9541353,0,"16-06-2012","A realtor who loves to eat, drink, read and hike in Asheville!","within a day","100%","N/A","f",1,1,"['email', 'phone', 'reviews']","$ 400.00",2012-06-16,1714,1,1,1,1
"851",7540657,0,"25-07-2015","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'linkedin', 'reviews', 'jumio']","$ 295.00",2015-07-25,580,1,1,1,1
"852",3331316,0,"17-05-2014","I'm Program Manager for Eaton corporation. Married with three sons. We enjoy dining out, wandering in cities, nature, beaches, etc. 

Our boys are the quiet type, very respectful of others and very friendly. Ok they are nerds...

We have a little house in Asheville that we regularly make available for friends.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']","$ 140.00",2014-05-17,1014,1,1,1,1
"853",8592142,110,"27-09-2015","","within a day","75%","100%","f",1,1,"['email', 'phone', 'reviews']","$ 75.00",2015-09-27,516,1,1,1,1
"854",2325479,0,"02-02-2014","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'reviews']","$ 375.00",2014-02-02,1118,1,1,1,1
"855",3738456,0,"29-07-2014","I AM A YOUNG LATE 50'S hardworking, entergentic designer/creator who loves and enjoys her passion for landscaping, and designing and creating something old to something fabulous...","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 75.00",2014-07-29,941,1,1,1,1
"856",8807296,110,"04-06-2014","I love the wonderful mountain life style here in Asheville. Being a nature lover, there are so many outdoor activities. I love to hike and mountain  bike. Also, I enjoy the art scene since I dabble in creative activities. I am easy going and have many friends. We love to gather on my screened porch which looks out on a pastural setting. I have done a fair amount of traveling including Peru (Machu Pichu), Tibet, Nepal, Thailand, Costa Rica and Europe. I consider myself very down to earth, fun, considerate and I love meeting new people. My cottage is very attractive and cozy.   I like to cook healthy food often with an ethnic flair. Gardening is also a hobby. I will do all I can to be an excellent host of guests.","N/A","N/A","N/A","f",1,1,"['email', 'phone']","$ 55.00",2014-06-04,996,1,1,1,1
"857",9988028,111,"06-01-2015","My husband and I are in our early 50s.  We mostly do outdoor things-rock climb, mountain bike, whitewater kayak.  David does a lot of trail building/repair as a trail crew leader for our local mt. bike club.  We are pretty boring otherwise.  We will most likely go to bed early, etc.  Lately, our travel destinations usually involve rock climbing.  We have been lots of places here in the SE and City of Rocks, Smith Rock, Yosemite, and Joshua Tree out west.  We are pretty quiet.  You could describe us as conservative liberals.  We are not up on the local beer/restaurant scene but can make some suggestions.  We are close to Buncombe/Henderson bus lines, but public transportation is not great here.  A car would be best.  We could probably pick you up/drop you at the airport, which is 1 mile away.  You can hear the planes take off, but it is not that loud.  No pets and no smoking, please.","within an hour","100%","88%","t",1,1,"['email', 'phone', 'google', 'reviews', 'kba']","$ 40.00",2015-01-06,780,1,1,1,1
"858",7901875,0,"16-08-2015","Hi!  My name is Gail.  I'm a pediatric nurse living on 2.5 acres outside Asheville, NC.  This is a great area for any outdoor enthusiast.  I love running and hiking in the forest, kayaking on the river,   Downtown Asheville is a great little town, wonderful food, drink and music.  

As a guest in my home, you will sleep under homemade quilts and have your morning coffee (organic, locally roasted) on a back porch looking out at the beauty of the mountains.  I am a pescatarian and eat as local and organic as I can. I am happy to advise you on any of the great activities in town.  I'm located near the North Carolina Arboretum, Pisgah National Forest, DuPont State Park, Hendersonville and both The French Broad and Green Rivers.  

My home is on a working farm, goats and horses.  And one resident spoiled dog named Sadie.  

Looking forward to being your host and sharing the beauty of the mountains of North Carolina with you.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 75.00",2015-08-16,558,1,1,1,1
"859",2810539,0,"10-09-2013","My husband and I live in Asheville, NC, originally from Western NY. We have a new puppy and love to travel. We both work from home and travel for work, so most of our free time is spent enjoying our home. When we get the chance to take a trip we like to see and do all that we can in a short amount of time. We are hoping Airbnb allows us to travel more and slow down a bit.

We love kayaking, walking, getting the behind the scene's look on a new place, food, food, food... window shopping, exploring, nature and a good craft beer or a big glass of red at the end of the day. We love Italy and being out West the most but the last few years we have really enjoyed hiking and exploring the mountains, lakes and rivers of WNC.

We aren't much in to hanging around, we really like to be out an about. We like learning and sharing stories but won't be looking for you to plan our trip. We are also looking to become hosts as we have a great space in our home, an incredible destination in Asheville and enjoy meeting people and learning of their experiences.

Life motto: for my husband and I - perfect is boring!","within a few hours","100%","0%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 105.00",2013-09-10,1263,1,1,1,1
"860",4846733,0,"17-12-2014","We live with our three young children on a small farm close to Asheville ,NC. We love to spend time outside with our animals, biking or hiking in the beautiful mountains surrounding our home.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews']","$ 220.00",2014-12-17,800,1,1,1,1
